nama,porsi,kalori,lemak,karbs,protein,sodium,kolesterol
Mie Goreng Sedaaap,1 porsi (90 g),410.0,17g,58g,8g,0mg,"8,00mg"
Rasa Ayam Spesial,1 bungkus (69 g),320.0,13g,41g,8g,0mg,"8,00mg"
Mie Ayam Shirataki,100 g,170.0,6g,4g,20g,0mg,0mg
Mie Goreng Shirataki,1 bungkus (71 g),100.0,1g,24g,1g,"5,0mg","0,000mg"
Siomay Ayam Jamur,5 biji (87 g),120.0,"1,5g",20g,6g,0mg,"20,00mg"
Bumbu Soto Ayam,1 serving (13 g),30.0,2g,3g,0g,"1,0mg","0,000mg"
Mie Goreng Pedas,1 porsi (80 g),370.0,17g,49g,6g,0mg,"6,00mg"
Fitmee Ayam Bawang,1 porsi (71 g),30.0,0g,7g,0g,"1,0mg","0,000mg"
Daging Ayam Luncheon,1 porsi (50 g),90.0,6g,4g,4g,0mg,"4,00mg"
Nasi Goreng Soto,"1 porsi (4,25 g)",10.0,0g,2g,0g,0mg,"0,00mg"
Goreng Pedes Gledek,1 bungkus (75 g),370.0,18g,45g,6g,0mg,"6,00mg"
Mie Goreng Korea,1 porsi (65 g),260.0,5g,44g,8g,0mg,"44,00mg"
Potabee Ayam Bakar,1 porsi (30 g),170.0,11g,15g,2g,0mg,"15,00mg"
CAP 3 Ayam,1 serving (67 g),230.0,0g,49g,8g,0mg,"49,00mg"
Mie Kari Ayam,1 porsi (73 g),300.0,5g,54g,8g,970mg,0mg
Rasa Ayam Spesial,1 porsi (75 g),340.0,14g,46g,7g,0mg,"7,00mg"
Tepung Bakso Goreng,4 biji (35 g),90.0,0g,21g,1g,0mg,"1,00mg"
Rasa Kaldu Ayam,1 bungkus (55 g),240.0,9g,35g,5g,0mg,"5,00mg"
Sosis Ayam Keju,100 g,220.0,14g,8g,14g,950mg,58mg
Tasty Bakmi Ayam Daging Ayam Asli,1 bungkus (129 g),590.0,22g,84g,15g,0mg,"15,00mg"
Tepung Pisang Goreng,1 porsi (20 g),70.0,0g,18g,0g,"2,0mg","0,000mg"
Sosis Sapi Goreng,1 porsi (62 g),120.0,9g,1g,8g,0mg,"1,00mg"
Nasi Goreng XO,100 g,449.0,13g,49g,34g,0mg,0mg
Mie Goreng Jumbo,1 bungkus (129 g),600.0,26g,79g,12g,0mg,"12,00mg"
Mi Goreng Rendang,1 bungkus (91 g),420.0,16g,59g,9g,0mg,"9,00mg"
Mi Goreng Spesial,1 porsi (80 g),390.0,18g,53g,6g,910mg,"6,00mg"
Bumbu Kentang Goreng,100 g,15.0,0g,3g,0g,"0,0mg","0,000mg"
Bumbu Nasi Goreng,1 sachet (25 g),40.0,2g,4g,1g,95mg,"1,00mg"
Minyak Goreng Sawit,1 sendok makan (10 ml),80.0,9g,0g,0g,0mg,"1,000mg"
Sosis Sapi Goreng,1 potong (30 g),60.0,3g,4g,3g,0mg,"3,00mg"
Mi Goreng Keju,100 g,320.0,15g,41g,7g,"2,00mg","0,000mg"
Nasi Goreng Spesial,100 g,230.0,13g,22g,7g,0mg,703mg
Mi Goreng Jumbo,1 bungkus (129 g),560.0,21g,81g,13g,0mg,"13,00mg"
Mie Goreng Kornet,1 porsi (20 ml),100.0,5g,12g,1g,0mg,"12,00mg"
Bumbu Nasi Goreng,1 porsi (50 g),90.0,5g,6g,4g,0mg,"4,00mg"
Mie Goreng Seribu,1 porsi (50 g),220.0,8g,33g,4g,0mg,"2,00mg"
Bumbu Nasi Goreng,1 porsi (30 g),60.0,"2,5g",8g,1g,70mg,"1,00mg"
Minyak Goreng Tropical,1/2 sdm (9 ml),70.0,8g,0g,0g,"0,00mg","3,500mg"
Perencah Nasi Goreng,1 porsi (15 g),35.0,1g,5g,1g,480mg,0mg
Sambal Goreng Ati,1 sendok makan (14 g),35.0,"1,5g",5g,1g,670mg,0mg
Bumbu Nasi Goreng,1 porsi (10 g),25.0,1g,3g,1g,1190mg,0mg
Mie Goreng Original,1 bungkus (85 g),420.0,20g,52g,7g,1080mg,0mg
Dada Ayam,1 potong (181 g),520.0,34g,0g,36g,1220mg,145mg
Ayam Bakar,1 potong (18 g),100.0,6g,11g,1g,0mg,100mg
Siomay Ayam,100 g,200.0,9g,16g,13g,"0,0mg","0,000mg"
Super Bihun Goreng,1 sajian (65 g),250.0,5g,46g,4g,0mg,"4,00mg"
Mie Sambal Goreng,1 porsi (88 g),410.0,16g,56g,9g,0mg,"56,00mg"
Mi Goreng Jadul,1 bungkus (80 g),390.0,18g,49g,8g,720mg,0mg
Mi Goreng Chitato,100 g,500.0,24g,61g,9g,0mg,0mg
Bumbu Indomie Goreng,1 bungkus (20 g),79.0,"6,7g","4,9g",0g,0mg,"0,0mg"
Mi Goreng Original,1 serving (75 g),90.0,"2,5g",18g,0g,0mg,"0,00mg"
Tepung Pisang Goreng,1 potong (40 g),140.0,0g,34g,1g,0mg,"34,00mg"
Spix Mi Goreng,1 porsi (9 g),45.0,"2,5g",6g,1g,0mg,"6,00mg"
Tuna Sambal Goreng,1 porsi (70 g),150.0,8g,7g,11g,0mg,"11,00mg"
Tahu Isi Goreng,1 porsi (30 g),134.0,"6,64g","8,65g","10,25g",0mg,"8,65mg"
Mi Goreng Aceh,1 bungkus (90 g),430.0,19g,55g,9g,790mg,0mg
Bumbu Nasi Goreng,1 porsi (24 g),41.0,0g,7g,3g,0mg,0mg
Sosis Ayam,1 porsi (75 g),130.0,6g,8g,10g,0mg,"10,00mg"
Ayam Geprek,1 porsi,457.0,13g,53g,32g,0mg,0mg
Bakso Ayam,1 porsi (50 g),60.0,3g,2g,7g,0mg,"7,00mg"
Sosis Ayam,3 keping (25 g),45.0,3g,2g,3g,0mg,"3,00mg"
Ayam Bawang,1 bungkus (70 g),320.0,14g,42g,8g,"5,0mg","0,000mg"
Gulai Ayam,1 porsi,460.0,12g,46g,42g,0mg,0mg
Rolade Ayam,3 buah (83 g),110.0,5g,6g,12g,440mg,0mg
Sosis Ayam,100 g,220.0,14g,7g,17g,0mg,720mg
Ayam Barbekyu,1 bungkus (20 ml),110.0,6g,12g,1g,0mg,0mg
Lemper Ayam,1 piece (80 g),181.0,"5,7g",6g,2g,0mg,0mg
Tempura Ayam,100 g,290.0,18g,21g,12g,0mg,"12,00mg"
Sosis Ayam,1 buah (25 g),40.0,"1,5g",3g,3g,0mg,"3,00mg"
Naget Ayam,100 g,230.0,12g,21g,11g,0mg,"21,00mg"
Siomay Ayam,5 biji (87 g),150.0,"3,5g",23g,8g,0mg,"8,00mg"
Sosis Ayam,1 potong  (30 g),60.0,1g,2g,5g,0mg,"2,00mg"
Ayam Geprek,1 serving (18 g),90.0,4g,12g,1g,0mg,"12,00mg"
Dada Ayam,100 g,195.0,"7,72g",0g,"29,55g","0,00mg","3,005mg"
Sosis Ayam,1 porsi (42 g),70.0,"3,5g",7g,4g,0mg,"7,00mg"
Kornet Ayam,100 g,160.0,6g,6g,21g,0mg,630mg
Ayam Kuning,100 g,140.0,5g,0g,26g,0mg,0mg
Ayam Bawang,1 porsi (75 g),340.0,15g,46g,7g,0mg,"7,00mg"
Kaldu Ayam,1 bungkus (75 g),340.0,12g,50g,6g,0mg,"6,00mg"
Ayam Bawang,1 bungkus (70 g),340.0,15g,46g,7g,0mg,"46,00mg"
Ayam Krispi,1 porsi (88 g),400.0,15g,59g,8g,0mg,"59,00mg"
Royco Ayam,1 takaran (2 g),0.0,0g,0g,0g,0mg,"0,00mg"
Rasa Ayam,1 bungkus (45 g),190.0,5g,32g,3g,0mg,"32,00mg"
Sosis Ayam,1 sajian (50 g),100.0,"4,5g",11g,4g,0mg,"11,00mg"
Burger Ayam,1 porsi (120 g),170.0,2g,2g,36g,0mg,"2,00mg"
Bakso Ayam,100 g,130.0,"4,5g",10g,13g,0mg,"13,00mg"
Sozzis Ayam,1 porsi (50 g),80.0,3g,10g,4g,0mg,"10,00mg"
Kari Ayam,1 bungkus (72 g),320.0,12g,45g,7g,0mg,"7,00mg"
Bubur Ayam,1 porsi (279 g),193.0,"4,9g","29,8g",6g,0mg,"2,0mg"
Ayam Bawang,1 serving (63 g),320.0,9g,56g,3g,0mg,"3,00mg"
Sosis Ayam,1 buah (75 g),160.0,8g,15g,7g,0mg,610mg
Bubur Ayam,1 porsi (125 g),45.0,0g,9g,2g,0mg,"9,00mg"
Ayam Belacan,1 porsi (5 g),15.0,0g,3g,1g,0mg,0mg
Ayam Suwir,100 g,180.0,"3,5g",6g,30g,0mg,"4,00mg"
Bakso Ayam,100 g,160.0,8g,12g,9g,0mg,"12,00mg"
Bihun Goreng,1 porsi (60 g),210.0,"1,5g",18g,0g,17mg,"0,00mg"
Pangsit Goreng,"2 buah (54,4 g)",234.0,"15,8g","17,5g","5,2g",0mg,0mg
Mie Goreng,1 bungkus (85 g),410.0,19g,53g,8g,0mg,"8,00mg"
Kornet Ayam,1 porsi (120 g),160.0,"4,5g",18g,11g,0mg,"11,00mg"
Mie Goreng,1 porsi (80 g),340.0,9g,50g,13g,0mg,"50,00mg"
Indomie Goreng,1 bar (85 g),380.0,14g,54g,8g,0mg,"8,00mg"
Rasa Ayam,1 bungkus (75 g),350.0,16g,46g,7g,0mg,"7,00mg"
Mie Goreng,1 bungkus (80 g),320.0,7g,58g,7g,0mg,"7,00mg"
Bakso Ayam,1 kemasan (120 g),170.0,4g,17g,16g,0mg,1010mg
Rasa Ayam,1 cangkir (75 g),320.0,11g,46g,9g,1030mg,0mg
Sosis Ayam,1 porsi (50 g),90.0,5g,2g,7g,0mg,"7,00mg"
Sosis Ayam,100 g,180.0,13g,5g,12g,0mg,"12,00mg"
Gulai Ayam,1 potong,250.0,"18,75g","2,87g","17,43g",0mg,0mg
Burger Ayam,1 buah (50 g),80.0,4g,7g,6g,0mg,"7,00mg"
Abon Ayam,100 g,170.0,19g,0g,30g,0mg,"30,00mg"
Sosis Ayam,1 sajian (25 g),50.0,2g,6g,2g,"0,00mg","1,200mg"
Naget Ayam,100 g,230.0,16g,11g,11g,0mg,"11,00mg"
Kaldu Ayam,1 bungkus (70 g),320.0,12g,45g,7g,0mg,"7,00mg"
Nasi Goreng Rendang,1 porsi,482.0,19g,13g,49g,0mg,0mg
Mie Goreng Rendang,1 bungkus (77 g),290.0,5g,54g,8g,640mg,0mg
Indomie Rasa Kari Ayam,1 bungkus (72 g),320.0,12g,46g,7g,0mg,"7,00mg"
Rasa Semur Ayam Pedas,1 porsi,360.0,22g,34g,6g,0mg,"6,00mg"
Bumbu Lumur Ayam Spesial,1 porsi (8 g),20.0,0g,4g,1g,0mg,"3,00mg"
Ayam Saus Telur Asin,"1 porsi (5,5 g)",30.0,"1,5g",2g,1g,0mg,"1,00mg"
Roti Stik Abon Ayam,1 porsi (70 g),240.0,8g,37g,7g,0mg,"12,00mg"
Nutrimi Rasa Steak Ayam,1 bungkus (80 g),380.0,15g,54g,7g,590mg,0mg
Bumbu Kaldu Rasa Ayam,1 serving (4 g),5.0,0g,1g,0g,0mg,0mg
Makaroni Rasa Sup Ayam,1 bungkus (40 g),140.0,1g,28g,6g,420mg,0mg
Nasi Jeruk Ayam Bakar,1 porsi (60 g),493.0,12g,70g,28g,0mg,"28,00mg"
Wgain Ayam Kacang Polong,1 porsi (40 g),170.0,"4,5g",25g,8g,"1,0mg","0,000mg"
Sarden Goreng Dalam Saus Kecap,1 kaleng (60 g),110.0,8g,5g,5g,"0,0mg","0,000mg"
Mi Goreng Rasa Sambal Matah,1 porsi (85 g),410.0,20g,51g,8g,0mg,"8,00mg"
Sarden Goreng Dalam Sambal Balado,1 sendok (60 g),110.0,7g,3g,8g,0mg,"8,00mg"
Mi Goreng Rasa Iga Penyet,1 bungkus (80 g),350.0,13g,52g,8g,0mg,"8,00mg"
Bumbu Kentang Goreng Rasa Keju,1 porsi (4 g),15.0,0g,2g,1g,"0,0mg","0,000mg"
Bumbu Nasi Goreng Cabe Hijau,"1 porsi (4,25 g)",10.0,0g,2g,0g,0mg,"0,00mg"
Bakmi Mewah Goreng Rasa Bulgogi,1 takaran saji (50 g),200.0,9g,24g,6g,0mg,"6,00mg"
Opor Ayam Opor Ayam with Ketupat Beras Merah,1 serving,464.0,12g,46g,43g,0mg,0mg
Tictac Rasa Ayam Bawang,1 serving (20 g),160.0,12g,4g,8g,170mg,0mg
Mi Goreng Rasa Rendang,"1 bungkus (76,35 g)",100.0,1g,23g,1g,"4,0mg","0,000mg"
Mi Rebus Kari Ayam,"1 porsi (75,43 g)",50.0,"0,5g",11g,0g,0mg,"1,0mg"
Sup Mi Ayam Sayur,1 porsi (27 g),120.0,4g,18g,"3,5g",0mg,"1,0mg"
Japota Rasa Ayam Bawang,1 porsi (28 g),150.0,10g,15g,2g,0mg,"15,00mg"
Shirataki Nasi Goreng Kampung,1 porsi,330.0,"16,9g","26,4g","16,9g",0mg,"3,9mg"
Bihun Rasa Soto Ayam,1 bungkus (55 g),20.0,0g,5g,0g,160mg,0mg
Real Meat Ayam Jamur,1 bungkus (110 g),480.0,24g,55g,12g,0mg,"12,00mg"
Mi Goreng Cabe Ijo,1 bungkus (85 g),420.0,21g,49g,8g,0mg,"8,00mg"
Burger Ayam (Colonel's Burger),"1 porsi (127,96 g)",381.0,"19,27g","39,28g","12,52g",0mg,"39,28mg"
Rasa Ayam Bawang Spesial,1 porsi (57 g),260.0,11g,35g,6g,0mg,"6,00mg"
Cabai Tabur Bawang Goreng,1 porsi (3 g),10.0,0g,2g,0g,0mg,"0,00mg"
Mie Sakura Kaldu Ayam,1 serving (60 g),260.0,10g,38g,6g,0mg,"6,00mg"
Bihun Rasa Kaldu Ayam,1 porsi (55 g),190.0,0g,47g,1g,870mg,0mg
Ikan Tuna Sambal Goreng,100 g,140.0,3g,6g,22g,0mg,"6,00mg"
Bumbu Racik Ikan Goreng,1 porsi (20 g),10.0,0g,1g,0g,1010mg,0mg
Bumbu Nasi Goreng Jawa,1 porsi (10 g),30.0,0g,5g,1g,0mg,"3,00mg"
Tuna Bumbu Nasi Goreng,100 g,210.0,12g,6g,20g,0mg,"6,00mg"
Tuna Bumbu Nasi Goreng,1 serving (85 g),190.0,12g,5g,15g,0mg,"5,00mg"
Jiwa Pagi Mie Goreng,1 porsi (80 g),300.0,6g,55g,5g,590mg,0mg
Mi Goreng Rasa Rendang,1 bungkus (91 g),420.0,16g,59g,9g,0mg,"9,00mg"
Bumbu Nasi Goreng Rendang,"1 sajian (4,25 g)",15.0,0g,3g,0g,0mg,"0,00mg"
Extra Pedas Goreng Jalapeno,1 bungkus (85 g),380.0,14g,54g,8g,0mg,"54,00mg"
Bumbu Nasi Goreng Kari,1 bungkus  (23 g),52.0,2g,7g,2g,0mg,0mg
Bumbu Nasi Goreng Pedas,"1 porsi (4,25 g)",10.0,0g,2g,0g,0mg,"0,0mg"
Kari Ayam Pedas,1 pack (63 g),230.0,1g,52g,4g,0mg,"4,00mg"
Rasa Kaldu Ayam,1 porsi (70 g),300.0,11g,45g,6g,0mg,"6,00mg"
Bumbu Soto Ayam,1 porsi (10 g),20.0,1g,2g,1g,780mg,0mg
Ayam Sambal Kemangi,1 porsi,424.0,12g,42g,37g,0mg,0mg
Sosis Ayam Kombinasi,1 porsi (25 g),40.0,"1,5g",3g,3g,0mg,"3,00mg"
Bumbu Soto Ayam,1 porsi (9 g),10.0,0g,2g,1g,"1,0mg","0,000mg"
Siomay Ayam Sayur,5 biji (87 g),160.0,5g,22g,7g,0mg,"7,00mg"
Mi Goreng Hot & Spicy,1 porsi (80 g),400.0,20g,48g,7g,960mg,0mg
Mie Goreng Rasa Sapi,1 porsi (71 g),120.0,0g,29g,1g,0mg,"1,00mg"
Mie Goreng Salero Padang,1 bungkus (86 g),390.0,14g,56g,9g,1170mg,0mg
Shirataki Nasi Goreng Kecombrang,1 porsi,273.0,"13,6g","19,7g","17,2g",0mg,"19,70mg"
Mi Goreng Rasa Soto,1 bungkus (85 g),400.0,18g,53g,8g,1080mg,0mg
Mi Goreng Rasa Cakalang,1 bungkus (82 g),360.0,12g,55g,8g,0mg,0mg
Mi Keriting Goreng Spesial,1 bungkus (90 g),400.0,15g,56g,10g,0mg,"10,00mg"
Mie Goreng Extra Pedas,1 bungkus (75 g),330.0,12g,51g,7g,220mg,"7,00mg"
Bumbu Nasi Goreng Soto,"1 porsi (4,25 g)",10.0,0g,2g,0g,420mg,0mg
Bumbu Nasi Goreng Kambing,1 porsi (10 g),30.0,1g,4g,1g,0mg,"1,00mg"
Mie Sedaap Cup Goreng,1 cup (85 g),410.0,19g,53g,7g,0mg,"53,00mg"
Burger Daging Ayam,100 g,230.0,12g,16g,14g,0mg,510mg
Sup Krim Ayam,1 porsi (15 g),60.0,"1,5g",10g,1g,650mg,0mg
Sup Krim Ayam,"1 porsi (14,5 g)",60.0,"1,5g",9g,2g,0mg,"2,00mg"
Rasa Opor Ayam,1 bungkus (75 g),340.0,12g,50g,7g,920mg,0mg
Nasi Ayam Woku,1 porsi (250 g),400.0,6g,61g,24g,0mg,"24,00mg"
Dada Ayam Original,1/2 potong (172 g),390.0,21g,11g,39g,0mg,"2,0mg"
Rasa Soto Ayam,1 porsi (77 g),360.0,16g,45g,8g,0mg,"8,00mg"
Bakso Ayam Keju,1 bungkus (120 g),230.0,11g,14g,17g,0mg,750mg
Bumbu Opor Ayam,1 porsi (9 g),35.0,"2,5g",2g,0g,0mg,"0,00mg"
Bakmi Ayam Jamur,1 porsi (50 g),210.0,12g,20g,6g,0mg,"20,00mg"
Cerelac Ayam Bawang,1 porsi (50 g),210.0,5g,36g,7g,0mg,"36,00mg"
Opor Ayam Cepu,"1 porsi (8,8 g)",25.0,2g,2g,0g,0mg,"0,00mg"
Stik Naget Ayam,100 g,240.0,19g,6g,11g,0mg,"6,00mg"
Rasa Ayam Bawang,1 porsi (75 g),330.0,13g,45g,7g,0mg,"7,00mg"
Kentang Goreng Beku Shoestring,100 g,150.0,5g,23g,2g,0mg,20mg
Mi Goreng Keju Pedas,1 porsi (69 g),330.0,15g,40g,7g,"2,00mg","0,000mg"
Mie Goreng Korea Konnyaku,1 bungkus (78 g),150.0,4g,29g,1g,0mg,"1,00mg"
UFO Mie Goreng Pedas,1 porsi (92 g),410.0,17g,55g,8g,0mg,"8,00mg"
Nasi Goreng Kampung Shirataki,1 porsi,364.0,12g,36g,28g,0mg,0mg
Mie Goreng Rasa Rendang,1 bungkus (91 g),420.0,19g,54g,9g,0mg,"9,00mg"
Mi Goreng Kriuk Pedas,1 porsi (90 g),400.0,14g,60g,9g,1170mg,0mg
Mie Goreng Pedas Korea,1 bungkus (85 g),300.0,"4,5g",57g,9g,"2,0mg","0,000mg"
Bumbu Mie Goreng Aceh,"1 porsi (12,5 g)",45.0,2g,6g,1g,0mg,"6,00mg"
Bakso Daging Ayam,100 g,270.0,17g,21g,8g,0mg,"21,00mg"
Naget Ayam Kombinasi,100 g,230.0,14g,18g,10g,0mg,"18,00mg"
Ayam Bawang Telur,1 bungkus (77 g),370.0,18g,45g,6g,0mg,"45,00mg"
Rasa Kari Ayam,1 bungkus (72 g),320.0,12g,45g,8g,0mg,0mg
Rasa Ayam Spesial,1 bungkus (69 g),300.0,10g,44g,7g,0mg,"44,00mg"
Rasa Kari Ayam,1 cup (75 g),340.0,15g,44g,8g,0mg,"8,00mg"
Ayam Bumbu Rujak,"6 porsi (3,7 g)",10.0,0g,2g,0g,0mg,"0,00mg"
Burger Daging Ayam,100 g,260.0,13g,24g,12g,0mg,"24,00mg"
Telur Ayam Kampung,1 fitcake (40 g),150.0,10g,"1,5g",13g,0mg,0mg
Sosis Ayam Kombinasi,1 keping (25 g),45.0,3g,2g,3g,0mg,"0,00mg"
Nasi Ayam Rendang,1 porsi,450.0,11g,62g,27g,0mg,"62,00mg"
Bumbu Ayam Kecap,"1 porsi (17,5 g)",50.0,2g,8g,1g,920mg,0mg
Bakso Sapi & Ayam,1 porsi (33 g),40.0,1g,2g,7g,0mg,"7,00mg"
Naget Ayam Kombinasi,100 g,280.0,15g,27g,9g,0mg,"27,00mg"
Ayam Suwir Balado,100 g,208.0,4g,11g,32g,0mg,0mg
Klean Mie Ayam,1 serving,170.0,6g,4g,20g,0mg,0mg
Kornet Daging Ayam,1 porsi (50 g),70.0,"3,5g",5g,5g,0mg,"5,00mg"
Rasa Ayam Bawang,1 porsi (55 g),200.0,"3,5g",39g,2g,0mg,0mg
Ayam Potong Berbumbu,3 potong (150 g),250.0,9g,19g,24g,420mg,"0,000mg"
Rasa Ayam Panggang,1 bungkus (10 g),60.0,"3,5g",6g,1g,0mg,"6,00mg"
Karage Ayam Pedas,100 g,220.0,7g,14g,26g,0mg,"26,00mg"
Ayam Bakar Limau,1 bungkus (89 g),400.0,14g,61g,8g,"5,0mg","2,000mg"
Nasi Goreng Rendang,1 porsi,448.0,12g,49g,36g,0mg,"6,0mg"
Bawang Merah Goreng,1 sendok (10 g),50.0,3g,5g,1g,60mg,0mg
Sarden Goreng Balado,1 porsi (60 g),120.0,8g,4g,8g,0mg,"8,00mg"
Rasa Ayam Spesial,1 bungkus (75 g),340.0,14g,47g,7g,0mg,"47,00mg"
Mini Pao Ayam,3 buah (61 g),180.0,6g,27g,5g,0mg,"5,00mg"
Rasa Kaldu Ayam,1 porsi (70 g),300.0,10g,46g,6g,1250mg,0mg
Mie Goreng Rasa Bulgogi,1 bungkus (90 g),410.0,14g,62g,7g,0mg,"7,00mg"
Real Meat Empal Goreng,1 bungkus (110 g),530.0,28g,56g,14g,0mg,0mg
Bumbu Racik Nasi Goreng,1 porsi (5 g),15.0,0g,3g,0g,"0,0mg","0,000mg"
Minyak Goreng 2X Penyaringan,1/2 sdt (9 ml),70.0,8g,0g,0g,0mg,"1,000mg"
Bumbu Racik Tempe Goreng,1 porsi (4 g),10.0,0g,2g,0g,0mg,"0,00mg"
Mie Goreng Ala Jepang,1 kemasan (68 g),80.0,1g,18g,0g,0mg,"0,00mg"
Mi Goreng Sambal Matah,1 porsi (85 g),410.0,20g,51g,8g,"2,00mg","0,000mg"
Mi Goreng Salted Egg,100 g,480.0,25g,53g,11g,0mg,"11,00mg"
Soto Betawi Ayam with Uduk Brown Rice,1 porsi,473.0,13g,47g,42g,0mg,"6,0mg"
Mie Sukses Isi 2 Rasa Ayam Kecap,1 porsi (129 g),570.0,21g,82g,14g,0mg,"14,00mg"
Mie Sukses Isi 2 Rasa Kari Ayam,1 bungkus (116 g),520.0,21g,70g,13g,0mg,"13,00mg"
Mie Sukses Isi 2 Rasa Ayam Kremes,1 bungkus (133 g),600.0,22g,88g,14g,1220mg,0mg
Mikuya Ramen Rasa Kaldu Ayam Ala Jepang,1 bungkus (83 g),380.0,14g,56g,7g,0mg,"7,00mg"
Cup Noodles Rasa Kaldu Ayam Ala Jepang,1 porsi  (67 g),310.0,13g,41g,7g,0mg,"7,00mg"
Mie Gaga 100 Extra Pedas Goreng Chipotle,1 porsi (85 g),370.0,14g,52g,9g,0mg,"6,00mg"
Makaroni Ayam Cincang Rempah + Chickpea Salad,1 porsi,480.0,12g,50g,43g,0mg,"6,0mg"
Shirataki Nasi Pedas Ayam Suwir Bali,1 porsi,376.0,16g,24g,32g,0mg,"4,0mg"
Roti Isi Abon Ayam Mayo Pedas,1 porsi (60 g),200.0,7g,28g,6g,"8,00mg","0,000mg"
Mi Instan Kuah Rasa Ayam Bawang,1 porsi (20 g),80.0,1g,14g,2g,0mg,"2,00mg"
Mie Goreng Selera Pedas Spicy Mayo Cheese,1 bungkus (85 g),370.0,13g,55g,8g,880mg,3mg
Nasi Daun Jeruk Ayam Sambal Matah,100 g,590.0,26g,69g,20g,0mg,0mg
Mi Instan Kuah Rasa Kari Ayam,1 porsi (20 g),80.0,"1,5g",14g,2g,0mg,"2,00mg"
Tepung Bumbu Ala Kentucky Ayam Krispi,1/2 potong (40 g),140.0,"0,5g",28g,4g,0mg,"1,00mg"
Shirataki Nasi Pedas Ayam Suwir Kemangi,1 porsi,311.0,11g,19g,32g,0mg,"4,0mg"
Shirataki Nasi Geprek Ayam Sambal Bawang,1 serving,321.0,12g,15g,37g,0mg,"3,0mg"
Ayam Saus Padang with Nasi Lemak,100 g,464.0,12g,47g,42g,0mg,"6,0mg"
Shirataki Nasi Pedas Ayam Suwir Bali,1 porsi,376.0,16g,24g,32g,0mg,"4,0mg"
Shirataki Nasi Geprek Ayam Sambal Bawang,1 bowl,321.0,12g,15g,37g,0mg,"3,0mg"
Selera Pedas Rasa Ayam Pedas Limau,1 bungkus (85 g),390.0,14g,58g,8g,0mg,"58,00mg"
Shirataki Nasi Pedas Ayam Suwir Kemangi,1 porsi,313.0,10g,21g,33g,0mg,"3,8mg"
Ramen Rasa Kaldu Ayam Ala Jepang,1 bungkus (83 g),380.0,14g,56g,7g,0mg,"7,00mg"
Sosis Sapi dan Ayam Rasa Pedas,1 porsi (65 g),160.0,13g,2g,9g,410mg,0mg
Mie Gaga 100 Extra Pedas Goreng Jalapeno,1 porsi (85 g),380.0,14g,54g,8g,0mg,"6,00mg"
Shirataki Nasi Kremes Ayam Suwir Kemangi,1 porsi,313.0,10g,21g,33g,0mg,"3,0mg"
Japota Potato Chips Rasa Ayam Bawang,1 porsi (28 g),150.0,10g,15g,2g,0mg,"15,00mg"
Mie Goreng Keju Pedas Level 5,1 porsi (69 g),280.0,15g,42g,7g,0mg,0mg
Tini Wini Biti Rasa Sate Ayam,1 porsi kecil (12 g),60.0,"2,5g",8g,1g,0mg,"1,00mg"
Mi Goreng Rasa Sambal Rica-Rica,1 porsi (85 g),420.0,22g,49g,8g,0mg,"8,00mg"
Mi Instan Konnyaku Goreng Rasa Sapi,1 package (71 g),120.0,0g,29g,1g,0mg,"1,00mg"
Keripik Singkong Rasa Ayam Lada Hitam,1 takaran saji (20 g),100.0,5g,14g,1g,70mg,0mg
Mi Instan Boncabe Rasa Mie Goreng,1 porsi (35 g),130.0,3g,21g,4g,0mg,"21,00mg"
Bakmi Mewah Rasa Bakmi Goreng Komplit,1 bungkus (110 g),480.0,17g,72g,11g,0mg,"9,00mg"
Shirataki Nasi Ayam Bakar Madu,1 serving,389.0,"3,32g","60,29g","41,73g",0mg,"2,5mg"
Bumbu Kaldu Ayam dan Jamur,100 g,0.0,0g,1g,0g,280mg,"0,000mg"
Nasi Pedas Ayam Suwir Opor,1 porsi,348.0,8g,46g,22g,0mg,"5,0mg"
Sedaap Cup Ayam Bawang Telur,1 bungkus (77 g),370.0,18g,45g,6g,0mg,"6,00mg"
Promina Sup Mi Ayam Sayur,1 porsi (40 g),170.0,6g,25g,5g,150mg,17mg
Nasi Ayam Betutu Sambal Matah,1 porsi (250 g),490.0,19g,60g,19g,0mg,"19,00mg"
Rasa Soto Ayam dengan Nasi,1 bungkus (75 g),350.0,15g,48g,7g,0mg,"7,00mg"
Mie Instan Rasa Kari Ayam,1 porsi (73 g),300.0,5g,54g,8g,"3,0mg","0,000mg"
Mi Instan Rasa Ayam Bawang,1 bungkus (65 g),300.0,13g,40g,6g,0mg,0mg
Nasi Geprek Ayam Sambal Bawang,1 porsi,321.0,12g,16g,37g,0mg,"3,4mg"
Singkong Keriting Rasa Ayam Geprek,1 takaran saji (20 g),100.0,5g,14g,0g,0mg,"14,00mg"
Sarimi Gelas Rasa Soto Ayam,1 sajian (30 g),140.0,7g,16g,3g,"2,0mg","0,000mg"
Shirataki Nasi Goreng Cumi Tinta Hitam,1 serving,299.0,23g,16g,34g,0mg,0mg
Mie Instan Alami Rasa Mie Goreng,5 sendok (80 g),320.0,7g,58g,7g,0mg,"58,00mg"
Bumbu Racik Nasi Goreng Sambal Matah,1 porsi (5 g),10.0,0g,2g,0g,0mg,"1,00mg"
Bumbu Kentang Goreng Rasa Jagung Bakar,1 porsi (4 g),15.0,0g,3g,0g,0mg,"3,00mg"
