nama,porsi,kalori,lemak,karbs,protein,sodium,kolesterol
McDonalds Mocha (S),100 gram (g),185.85,8.2g,22.59g,7.15g,132.84mg,24.43mg
McDonalds Mocha (R),100 gram (g),244.0,9.91g,31.72g,8.99g,168.47mg,29.52mg
McDonalds Mocha (L),100 gram (g),302.02,12.01g,40.04g,10.88g,209.09mg,35.67mg
McDonalds Babycino,100 gram (g),143.5,4.38g,22.85g,3.87g,96.44mg,12.27mg
McDonalds Hot Chocolate (S),100 gram (g),239.42,7.77g,37.08g,6.73g,167.21mg,22.03mg
McDonalds Hot Chocolate (R),100 gram (g),296.81,8.76g,48.41g,7.7g,207.09mg,24.59mg
McDonalds Hot Chocolate (L),100 gram (g),383.29,12.84g,58.43g,11.01g,273.35mg,36.67mg
McDonalds Premium Dark Hot Chocolate,100 gram (g),214.21,5.96g,33.04g,6.15g,68.28mg,14.73mg
McDonalds Double Dark Hot Chocolate,100 gram (g),255.78,6.32g,41.29g,6.87g,70.26mg,14.83mg
McDonalds English Breakfast (S),100 gram (g),9.93,0.28g,0.28g,0.56g,13.84mg,2.79mg
McDonalds English Breakfast (R),100 gram (g),11.75,0.33g,0.33g,0.66g,16.37mg,3.3mg
McDonalds English Breakfast (L),100 gram (g),16.23,0.46g,0.46g,0.91g,22.62mg,4.56mg
McDonalds Moroccon Mint Green Tea (S),100 gram (g),6.25,0.28g,2.79g,0.33g,14.95mg,2.79mg
McDonalds Moroccon Mint Green Tea (R),100 gram (g),7.39,0.33g,3.3g,0.4g,17.69mg,3.3mg
McDonalds Moroccon Mint Green Tea (L),100 gram (g),10.21,0.46g,4.56g,0.55g,24.44mg,4.56mg
McDonalds Strawberry Green Tea (S),100 gram (g),7.03,0.28g,2.79g,0.47g,14.54mg,2.79mg
McDonalds Strawberry Green Tea (R),100 gram (g),8.32,0.33g,3.3g,0.56g,17.19mg,3.3mg
McDonalds Strawberry Green Tea (L),100 gram (g),11.49,0.46g,4.56g,0.78g,23.76mg,4.56mg
McDonalds Lemon Ice Tea,100 gram (g),121.86,0.17g,30.59g,0.27g,10.26mg,1.65mg
McDonalds Strawberry Ice Tea,100 gram (g),94.95,0.16g,24.17g,0.24g,9.72mg,1.57mg
McDonalds Green Apple Ice Tea,100 gram (g),94.94,0.16g,24.17g,0.24g,9.61mg,1.57mg
McDonalds Iced Coffee,100 gram (g),185.34,4.45g,31.88g,4.36g,78.35mg,12.13mg
McDonalds Cold Coffee Frappe,100 gram (g),331.17,14.73g,45.39g,4.98g,188.93mg,9.18mg
McDonalds Mocha Frappe,100 gram (g),397.98,15.01g,60.93g,5.49g,233.32mg,9.42mg
McDonalds Chocolate Oreo Frappe,100 gram (g),481.11,18.89g,72.51g,6.03g,332.6mg,9.36mg
McDonalds Strawberry Shake,100 gram (g),255.51,7.44g,44.07g,3.67g,139.97mg,8.39mg
McDonalds Chocolate Shake,100 gram (g),270.9,7.7g,46.76g,4.16g,178.46mg,8.39mg
McDonalds Mango Smoothie,100 gram (g),231.44,3.63g,46.25g,3.21g,85.45mg,9.89mg
McDonalds Mixed Berry Smoothie,100 gram (g),235.43,3.59g,47.16g,3.33g,92.07mg,9.99mg
McDonalds Raw Mango Cooler,100 gram (g),102.38,0.04g,25.18g,0.14g,102.68mg,0.4mg
McDonalds Mix Berry Cooler,100 gram (g),103.85,0.04g,25.56g,0.16g,23.82mg,0.4mg
McDonalds Sweet Lime Beverage,100 gram (g),128.21,0.08g,31.72g,0.07g,66.2mg,0.0mg
McDonalds Iced Americano,100 gram (g),150.85,3.57g,26.01g,3.59g,62.75mg,9.76mg
McDonalds American Mud Pie Shake,100 gram (g),398.19,12.77g,64.75g,5.67g,185.73mg,10.89mg
McDonalds Soft serve cone,100 gram (g),85.73,1.82g,15.23g,1.99g,40.78mg,4.75mg
McDonalds McSwirl ChocoDip,100 gram (g),160.14,7.14g,20.92g,2.71g,51.31mg,5.71mg
McDonalds Regular Soft Serve: Hot Fudge,100 gram (g),121.64,4.02g,19.11g,2.25g,65.56mg,5.85mg
McDonalds Medium Soft Serve: Hot Fudge,100 gram (g),197.45,6.87g,30.42g,3.49g,110.39mg,8.55mg
McDonalds Regular Soft Serve: Strawberry,100 gram (g),100.99,1.77g,19.78g,1.54g,34.51mg,4.85mg
McDonalds Medium Soft Serve: Strawberry,100 gram (g),156.14,2.36g,31.77g,2.05g,48.28mg,6.55mg
McDonalds Regular Soft Serve: Brownie with Hot Fudge,100 gram (g),205.26,5.45g,35.26g,3.2g,100.89mg,6.04mg
McDonalds Medium Soft Serve: Brownie with Hot Fudge,100 gram (g),311.39,7.46g,55.24g,4.65g,146.4mg,7.78mg
McDonalds Regular Blackforest,100 gram (g),237.89,5.47g,43.42g,3.22g,104.47mg,6.19mg
McDonalds Medium Blackforest,100 gram (g),429.95,9.76g,79.04g,5.42g,188.2mg,9.23mg
McDonalds Small McFlurry - Oreo,100 gram (g),116.36,3.7g,18.69g,2.05g,80.73mg,4.8mg
McDonalds Regular McFlurry - Oreo,100 gram (g),209.39,6.81g,33.42g,3.58g,150.9mg,8.0mg
McDonalds American Triple Cheese Chicken,100 gram (g),457.94,22.65g,37.45g,24.43g,1396.17mg,71.23mg
McDonalds American Triple Cheese Veg,100 gram (g),524.69,23.16g,56.24g,19.54g,1174.27mg,48.74mg
McDonalds Cheese Lava Burger,100 gram (g),671.06,33.48g,74.25g,14.99g,1153.99mg,33.21mg
McDonalds Chicken Cheese Lava Burger,100 gram (g),834.36,45.18g,76.03g,27.37g,1745.04mg,73.11mg
McDonalds Chunky Chipotle American Burger Chicken,100 gram (g),641.36,31.51g,46.24g,39.47g,1906.27mg,110.37mg
McDonalds McSpicy Premium Chicken Burger,100 gram (g),622.25,34.65g,43.6g,31.49g,1614.88mg,302.61mg
McDonalds McSpicy Premium Veg Burger,100 gram (g),634.71,39.21g,46g,22.44g,1446.87mg,43.68mg
McDonalds Piri piri Mc Spicy Veg Burger,100 gram (g),517.98,24.53g,58.87g,11.97g,1170.89mg,8.1mg
McDonalds Cheesy Veg Nuggets (6pc),100 gram (g),252.29,13.09g,23.6g,8.48g,428.17mg,20.03mg
McDonalds Cheesy Veg Nuggets (9pc),100 gram (g),378.43,19.63g,35.4g,12.72g,642.25mg,30.05mg
McDonalds Small Coca-Cola,100 gram (g),109.56,0g,27.39g,0g,21.17mg,0.0mg
McDonalds Medium Coca-Cola,100 gram (g),151.36,0g,37.84g,0g,29.24mg,0.0mg
McDonalds Large Coca-Cola,100 gram (g),217.36,0g,54.34g,0g,41.99mg,0.0mg
McDonalds Small Fanta Oragne,100 gram (g),129.48,0g,32.37g,0g,55.53mg,0.0mg
McDonalds Medium Fanta Orange,100 gram (g),178.88,0g,44.72g,0g,76.71mg,0.0mg
McDonalds Large Fanta Oragne,100 gram (g),256.88,0g,64.22g,0g,110.16mg,0.0mg
McDonalds Small Thums-up,100 gram (g),99.6,0g,24.9g,0g,25.15mg,0.0mg
McDonalds Medium Thums-up,100 gram (g),137.6,0g,34.4g,0g,34.74mg,0.0mg
McDonalds Large Thums-up,100 gram (g),197.6,0g,49.4g,0g,49.89mg,0.0mg
McDonalds Small Sprite,100 gram (g),119.52,0g,29.88g,0g,2.02mg,0.0mg
McDonalds Medium Sprite,100 gram (g),165.12,0g,41.28g,0g,2.79mg,0.0mg
McDonalds Large Sprite,100 gram (g),237.12,0g,59.28g,0g,4.0mg,0.0mg
McDonalds Coke Float,100 gram (g),138.76,1.75g,29.22g,1.52g,44.53mg,4.7mg
McDonalds Fanta Float,100 gram (g),151.56,1.75g,32.42g,1.52g,66.61mg,4.7mg
McDonalds Sprite Float,100 gram (g),145.16,1.75g,30.82g,1.52g,47.09mg,4.7mg
McDonalds Coke Zero Can,100 gram (g),0.99,0g,0g,0g,24.75mg,0.0mg
McDonalds Vedica Natural Mineral Water,100 gram (g),0.0,0g,0g,0g,2.9mg,0.0mg
McDonalds Mustard diping sauce,100 gram (g),81.18,5.57g,7.24g,0.52g,221.32mg,0.29mg
McDonalds BBQ diping sauce,100 gram (g),54.89,0.49g,12.36g,0.26g,113.23mg,0.25mg
McDonalds Chilli Sauce,100 gram (g),8.07,0.01g,1.99g,0.03g,65.24mg,0.1mg
McDonalds Piri Piri Mix,100 gram (g),17.13,0.36g,2.5g,0.51g,414.71mg,0.05mg
McDonalds Tomato Ketchup Sachets,100 gram (g),11.23,23.45g,2.63g,0.08g,71.05mg,0.08mg
McDonalds Maple Syrup,100 gram (g),86.4,0g,21.6g,0g,15.0mg,0.3mg
McDonalds Cheese Slice,100 gram (g),51.03,3.99g,0.72g,3.06g,178.95mg,13.43mg
McDonalds Sweet Corn,100 gram (g),45.08,1g,7.55g,1.47g,0.04mg,2.0mg
McDonalds Mixed Fruit Beverage,100 gram (g),72.25,0.02g,18g,0.65g,10.8mg,0.01mg
KFC Hot Wings 2 pc,100 gram (g),267.1,16.7g,17.1g,12.1g,0.3mg,23.0mg
KFC Veg Strips 4pc,100 gram (g),280.5,13.6g,32.4g,7g,0.6mg,17.0mg
KFC Hot Wings 4 Pc,100 gram (g),534.3,33.4g,34.2g,24.2g,0.7mg,46.0mg
KFC Popcorn Reg,100 gram (g),272.0,15.6g,18g,15g,0.6mg,20.0mg
KFC Popcorn Med,100 gram (g),374.0,21.4g,24.7g,20.6g,0.8mg,28.0mg
KFC Popcorn Lrg,100 gram (g),578.0,33.1g,38.2g,31.8g,1.2mg,44.0mg
KFC Boneless Strips 3pc,100 gram (g),358.6,18.6g,20.7g,27g,0.5mg,24.0mg
KFC Boneless Strips 6pc,100 gram (g),717.2,37.3g,41.3g,54.1g,0.9mg,49.0mg
KFC Veg Biryani,100 gram (g),512.4,19.3g,74.5g,9.7g,1.2mg,30.0mg
KFC Classic chicken biryani,100 gram (g),586.5,27.4g,56.4g,28.4g,1.0mg,34.0mg
KFC Popcorn Chicken,100 gram (g),587.4,24.4g,69.7g,23.4g,1.3mg,28.0mg
"KFC Smoky Chicken
Biryani",100 gram (g),509.5,18.4g,64g,22.4g,1.4mg,20.0mg
KFC Veg Zinger Burger,100 gram (g),623.0,25.7g,83.4g,14.5g,0.4mg,28.0mg
"KFC Chicken
Zinger Burger",100 gram (g),563.1,26.6g,57.1g,26.6g,0.3mg,28.0mg
KFC Spicy Zinger,100 gram (g),433.2,15.6g,46.2g,26.6g,1.1mg,28.0mg
KFC Classic Veg Crisper,100 gram (g),342.2,27.6g,54.6g,8.9g,0.4mg,30.0mg
KFC Spicy Veg Crisper,100 gram (g),367.5,18.9g,59g,9.2g,0.5mg,22.0mg
KFC Classic Non Veg Crisper,100 gram (g),450.6,18.6g,52.2g,18.7g,0.5mg,19.0mg
KFC Spicy Non Veg Crisper,100 gram (g),393.7,9.3g,56.8g,20.7g,0.5mg,12.0mg
KFC Tandoori Zinger Burger,100 gram (g),999.9,32.3g,68.5g,27.4g,0.4mg,33.0mg
"KFC Mixed Zinger Doubles( 1 ch Zinger+1 Tandoori
Zinger)",100 gram (g),1562.9,29.5g,62.8g,54g,0.4mg,31.0mg
KFC 2 Classic veg Crispers,100 gram (g),684.4,27.6g,54.6g,17.7g,0.4mg,30.0mg
KFC 2 Classic Chicken Crisper,100 gram (g),787.4,9.3g,56.8g,41.3g,0.5mg,12.0mg
KFC Double Down burger,100 gram (g),588.7,33.7g,33.8g,37.6g,1.0mg,40.0mg
KFC 1 pc,100 gram (g),264.7,16.6g,12.9g,15.9g,0.2mg,23.0mg
KFC 2 pc,100 gram (g),529.4,33.2g,25.8g,31.9g,0.4mg,47.0mg
KFC 4 pc,100 gram (g),1058.8,33.2g,25.8g,63.7g,0.4mg,47.0mg
KFC 6 Pc,100 gram (g),1588.2,49.8g,38.8g,95.6g,0.7mg,70.0mg
KFC 8 pc Bucket,100 gram (g),2117.5,44.2g,34.5g,127.4g,0.6mg,62.0mg
KFC 5 Pc Fried Leg,100 gram (g),1440.0,41.3g,42.6g,89.3g,0.5mg,56.0mg
KFC 10 Pc Fried Leg,100 gram (g),2880.0,82.6g,85.1g,178.6g,1.1mg,112.0mg
KFC 1 pc,100 gram (g),174.9,6.4g,8g,21.3g,0.2mg,9.0mg
KFC 2 pc,100 gram (g),349.7,12.8g,16.1g,42.6g,0.5mg,18.0mg
KFC 4 pc,100 gram (g),699.4,25.5g,32.1g,85.3g,1.0mg,36.0mg
KFC 5 PC,100 gram (g),874.3,16g,20.1g,106.6g,0.6mg,22.0mg
KFC 6 Pc,100 gram (g),1049.1,19.2g,24.1g,127.9g,0.7mg,27.0mg
KFC 8 pc Bucket,100 gram (g),1398.8,17g,21.4g,170.5g,0.6mg,24.0mg
"KFC Chick & Share Bucket: Xtra
Large Popcorn",100 gram (g),1156.0,33.1g,38.2g,63.6g,1.2mg,44.0mg
"KFC Chick & Share Bucket: 5 pc
Hot & Crispy",100 gram (g),1323.5,41.5g,32.3g,79.6g,0.5mg,58.0mg
KFC Chick & Share Bucket: 10 pc Strips,100 gram (g),1195.4,31.1g,34.5g,90.1g,0.8mg,41.0mg
"KFC Dips Bucket (12 Pc + 4
Dips)",100 gram (g),1434.5,24.9g,27.6g,108.1g,0.6mg,33.0mg
KFC Mingles Bucket,100 gram (g),1269.4,35.9g,46.8g,62.3g,0.9mg,48.0mg
"KFC Friendship Bucket DI/TA(3pc HC+3pc HW+3pc Strips +Med
Popcorn)",100 gram (g),1022.6,21.9g,24.4g,34.9g,0.5mg,15.0mg
KFC Big Eight ( 4pc smoky+ 4pc HC),100 gram (g),1758.2,30.6g,27.9g,149g,0.6mg,43.0mg
"KFC Friendship Bucket DL(3pc HC+3pc HW+3pc Strips + Large
Popcorn)",100 gram (g),2131.4,42.2g,41.1g,124.8g,0.9mg,58.0mg
"KFC 12 for 350
(12 BS + 4
dips) on Wednesdays",100 gram (g),1434.5,24.9g,27.6g,108.1g,0.6mg,33.0mg
"KFC 10 for 550
(10 pc HC)
on Wednesdays",100 gram (g),2382.2,49.8g,38.8g,143.3g,0.7mg,70.0mg
"KFC Triple Treat (4 HC + 4
Smoky + 6 Boneless
Strips)",100 gram (g),2475.4,43.1g,41.7g,203g,0.9mg,59.0mg
"KFC Super Sixes (4 HC, 6 HW,
8 Strips)",100 gram (g),2816.5,41.5g,39.5g,172.1g,0.8mg,57.0mg
"KFC 7up Krush
Lime",100 gram (g),81.9,0g,4.1g,20.4g,0.1mg,0.0mg
"KFC Sparkling
Vanilla Blue)",100 gram (g),120.9,0g,6g,30.1g,0.0mg,0.0mg
"KFC (Virgin
Mojito/",100 gram (g),120.4,0g,6g,30.1g,0.0mg,0.0mg
KFC Regular Fries,100 gram (g),224.1,10.4g,27.5g,5g,0.2mg,13.0mg
KFC Medium Fries,100 gram (g),298.8,13.9g,36.7g,6.7g,0.2mg,18.0mg
KFC Large Fries,100 gram (g),403.3,18.8g,49.6g,9.1g,0.2mg,24.0mg
"KFC Pepsi
Regular",100 gram (g),141.9,0g,36g,0g,0.0mg,0.0mg
"KFC Mirinda
Regular",100 gram (g),181.5,0g,45.5g,0g,0.0mg,0.0mg
"KFC 7 Up
Regular",100 gram (g),155.1,0g,38.6g,0g,0.0mg,0.0mg
"KFC Dew
Regular",100 gram (g),161.7,0g,40.6g,0g,0.0mg,0.0mg
"KFC Dynamite
Spicy Mayo",100 gram (g),77.4,7g,3.4g,0.2g,0.1mg,5.0mg
"KFC Creamy Veg
Mayo",100 gram (g),73.9,7g,2.5g,0.2g,0.2mg,5.0mg
KFC Tandoori Masala Mayo,100 gram (g),73.8,6.5g,3.5g,0.3g,0.2mg,5.0mg
"KFC Zesty thousand
Island Dip",100 gram (g),72.3,6.3g,3.6g,0.3g,0.2mg,5.0mg
"KFC Nashvillle
Dip",100 gram (g),30.2,0.2g,7.1g,0.1g,0.2mg,5.0mg
"KFC Nashville Sauce Bottle
-225 g",100 gram (g),150.8,0.2g,7.1g,1.1g,0.2mg,5.0mg
"KFC Dynamite Spicy Mayo bottle -200
g",100 gram (g),774.0,7g,3.4g,2g,0.1mg,5.0mg
KFC Pepsi,100 gram (g),129.0,0g,21.8g,0g,0.0mg,0.0mg
KFC 7Up,100 gram (g),138.0,0g,23.4g,0g,0.0mg,0.0mg
KFC Mirinda,100 gram (g),165.0,0g,27.6g,0g,0.0mg,0.0mg
KFC Pepsi Pet,100 gram (g),215.0,0g,36.3g,0g,0.0mg,0.0mg
KFC Pepsi Black,100 gram (g),0.0,0g,0g,0g,0.0mg,0.0mg
KFC Red Bull,100 gram (g),112.5,0g,22g,0g,0.0mg,0.0mg
Dominos MARGHERITA REGULAR,100 gram (g),138.5,3.2g,20.5g,6.8g,0mg,65.6mg
Dominos MARGHERITA MEDIUM,100 gram (g),184.3,4.3g,21.3g,9.1g,0mg,91.59mg
Dominos MARGHERITA LARGE,100 gram (g),256.4,6g,38g,12.1g,0mg,228.0mg
Dominos DOUBLE CHEESE MARGHERITA REGULAR,100 gram (g),145.5,3.2g,22.6g,6.5g,0mg,72.32mg
Dominos DOUBLE CHEESE MARGHERITA MEDIUM,100 gram (g),166.7,3.1g,25.9g,1.5g,0mg,80.29mg
Dominos DOUBLE CHEESE MARGHERITA LARGE,100 gram (g),279.3,6.2g,43.4g,12.5g,0mg,269.08mg
Dominos COUNTRY SPECIAL REGULAR,100 gram (g),153.2,3.3g,24g,6.8g,0mg,79.2mg
Dominos COUNTRY SPECIAL MEDIUM,100 gram (g),175.5,3.8g,21.5g,7.8g,0mg,81.7mg
Dominos COUNTRY SPECIAL LARGE,100 gram (g),268.1,5.8g,42.1g,11.9g,0mg,244.18mg
Dominos FARM HOUSE REGULAR,100 gram (g),156.5,3.4g,24.9g,6.7g,0mg,84.66mg
Dominos FARM HOUSE MEDIUM,100 gram (g),184.6,4g,29.3g,1.9g,0mg,117.2mg
Dominos FARM HOUSE LARGE,100 gram (g),253.5,5.5g,40.3g,10.8g,0mg,221.65mg
Dominos MEXICAN GREEN WAVE REGULAR,100 gram (g),144.5,3g,23.1g,6.1g,0mg,69.3mg
Dominos MEXICAN GREEN WAVE MEDIUM,100 gram (g),181.9,3.8g,29.1g,7.7g,0mg,110.58mg
Dominos MEXICAN GREEN WAVE LARGE,100 gram (g),253.4,5.3g,40.6g,10.8g,0mg,215.18mg
Dominos SPICY TRIPLE TANGO REGULAR,100 gram (g),160.1,3.3g,25.2g,1.4g,0mg,83.16mg
Dominos SPICY TRIPLE TANGO MEDIUM,100 gram (g),175.1,3.6g,21.6g,8.1g,0mg,77.76mg
Dominos SPICY TRIPLE TANGO LARGE,100 gram (g),254.8,5.3g,40.1g,11.8g,0mg,212.53mg
Dominos PEPPY PANEER REGULAR,100 gram (g),168.8,4.5g,24.8g,1.2g,0mg,111.6mg
Dominos PEPPY PANEER MEDIUM,100 gram (g),198.4,5.3g,29.1g,8.5g,0mg,154.23mg
Dominos PEPPY PANEER LARGE,100 gram (g),211.9,7.3g,40g,11.6g,0mg,292.0mg
Dominos 5 PEPPER REGULAR,100 gram (g),190.0,3.3g,31.6g,8.5g,0mg,104.28mg
Dominos 6 PEPPER MEDIUM,100 gram (g),161.5,2.9g,21.9g,7.5g,0mg,63.51mg
Dominos 7 PEPPER LARGE,100 gram (g),225.4,3.9g,31.5g,10.1g,0mg,122.85mg
Dominos VEGGIE PARADISE REGULAR,100 gram (g),156.7,3.3g,24.5g,7.2g,0mg,80.85mg
Dominos VEGGIE PARADISE MEDIUM,100 gram (g),161.7,3.5g,26.2g,7.7g,0mg,91.7mg
Dominos VEGGIE PARADISE LARGE,100 gram (g),210.9,4.5g,33g,9.1g,0mg,148.5mg
Dominos VEGGIE DELUXE PIZZA REGULAR,100 gram (g),169.7,4g,26g,1.5g,0mg,104.0mg
Dominos VEGGIE DELUXE PIZZA MEDIUM,100 gram (g),175.6,4.1g,26.9g,1.8g,0mg,110.29mg
Dominos VEGGIE DELUXE PIZZA LARGE,100 gram (g),220.5,5.2g,33.7g,9.8g,0mg,175.24mg
Dominos VEG EXTRAVAGANZA REGULAR,100 gram (g),173.3,2.4g,29.2g,8.8g,0mg,70.08mg
Dominos VEG EXTRAVAGANZA MEDIUM,100 gram (g),184.2,2.5g,31.1g,9.3g,0mg,77.75mg
Dominos VEG EXTRAVAGANZA LARGE,100 gram (g),242.6,3.3g,40.9g,12.3g,0mg,134.97mg
Dominos CLOUD 9 REGULAR,100 gram (g),170.1,5.2g,23.3g,7.1g,0mg,121.16mg
Dominos CLOUD 10 MEDIUM,100 gram (g),231.2,7g,31.6g,10.4g,0mg,221.2mg
Dominos CLOUD 11 LARGE,100 gram (g),274.2,8.3g,37.5g,12.4g,0mg,311.25mg
Dominos CHEF'S VEG WONDER REGULAR,100 gram (g),167.6,3.4g,26g,8.1g,0mg,88.4mg
Dominos CHEF'S VEG WONDER MEDIUM,100 gram (g),178.9,3.1g,21.8g,8.1g,0mg,67.58mg
Dominos CHEF'S VEG WONDER LARGE,100 gram (g),253.4,5.2g,39.3g,12.3g,0mg,204.36mg
Dominos CHEESE & BBQ CHICKEN REGULAR,100 gram (g),141.8,2.9g,21.4g,7.6g,0mg,62.06mg
Dominos CHEESE & BBQ CHICKEN MEDIUM,100 gram (g),180.5,3.6g,21.3g,9.7g,0mg,76.68mg
Dominos CHEESE & BBQ CHICKEN LARGE,100 gram (g),224.6,4.5g,34g,12g,0mg,153.0mg
Dominos CHICKEN SALAMI SPECIAL REGULAR,100 gram (g),116.7,8.3g,18.3g,7.1g,0mg,151.89mg
Dominos CHICKEN SALAMI SPECIAL MEDIUM,100 gram (g),209.2,9.9g,21.7g,8.4g,0mg,214.83mg
Dominos CHICKEN SALAMI SPECIAL LARGE,100 gram (g),283.7,13.4g,29.4g,11.4g,0mg,393.96mg
Dominos BBQ CHICKEN REGULAR,100 gram (g),152.1,3.3g,23.3g,7.2g,0mg,76.89mg
Dominos BBQ CHICKEN MEDIUM,100 gram (g),185.5,4.1g,28.5g,8.7g,0mg,116.85mg
Dominos BBQ CHICKEN LARGE,100 gram (g),255.4,5.6g,39.2g,12g,0mg,219.52mg
Dominos CHICKEN FIESTA REGULAR,100 gram (g),150.1,4.3g,21g,6.9g,0mg,90.3mg
Dominos CHICKEN FIESTA MEDIUM,100 gram (g),211.4,6.2g,30.4g,10g,0mg,188.48mg
Dominos CHICKEN FIESTA LARGE,100 gram (g),227.7,6.5g,31.9g,10.5g,0mg,207.35mg
Dominos CHICKEN LOVERS REGULAR,100 gram (g),145.0,2.4g,23.1g,7.1g,0mg,55.44mg
Dominos CHICKEN LOVERS MEDIUM,100 gram (g),172.7,2.9g,21.5g,9.1g,0mg,62.35mg
Dominos CHICKEN LOVERS LARGE,100 gram (g),238.0,4g,31.9g,12.6g,0mg,127.6mg
Dominos CHICKEN MEXICANA REGULAR,100 gram (g),156.6,3.8g,22.7g,8g,0mg,86.26mg
Dominos CHICKEN MEXICANA MEDIUM,100 gram (g),197.5,4.8g,28.6g,10.1g,0mg,137.28mg
Dominos CHICKEN MEXICANA LARGE,100 gram (g),241.4,5.8g,35g,12.3g,0mg,203.0mg
Dominos CHICKEN GOLDEN DELIGHT REGULAR,100 gram (g),170.0,1.4g,31.8g,1.5g,0mg,44.52mg
Dominos CHICKEN GOLDEN DELIGHT MEDIUM,100 gram (g),185.2,1.5g,34.7g,8.2g,0mg,52.05mg
Dominos CHICKEN GOLDEN DELIGHT LARGE,100 gram (g),225.1,1.9g,42.1g,9.9g,0mg,79.99mg
Dominos CHEFS CHICKEN CHOICE REGULAR,100 gram (g),163.9,3.1g,23.9g,8.6g,0mg,74.09mg
Dominos CHEFS CHICKEN CHOICE MEDIUM,100 gram (g),194.3,4.4g,28.3g,10.2g,0mg,124.52mg
Dominos CHEFS CHICKEN CHOICE LARGE,100 gram (g),254.7,5.8g,31.1g,13.4g,0mg,180.38mg
Dominos CHICKEN DOMINATOR REGULAR,100 gram (g),112.5,5.5g,21.7g,9.1g,0mg,119.35mg
Dominos CHICKEN DOMINATOR MEDIUM,100 gram (g),226.7,7.2g,28.5g,12g,0mg,205.2mg
Dominos CHICKEN DOMINATOR LARGE,100 gram (g),399.0,14.9g,48g,18.3g,0mg,715.2mg
Dominos SEVENTH HEAVEN REGULAR,100 gram (g),158.4,4.1g,19.6g,9.4g,0mg,80.36mg
Dominos SEVENTH HEAVEN MEDIUM,100 gram (g),224.4,6.1g,27.8g,13.3g,0mg,169.58mg
Dominos SEVENTH HEAVEN LARGE,100 gram (g),231.9,7.1g,29.4g,14.1g,0mg,208.74mg
Dominos NON-VEG SUPREME REGULAR,100 gram (g),174.5,3.8g,21.8g,7.3g,0mg,82.84mg
Dominos NON-VEG SUPREME MEDIUM,100 gram (g),199.2,4.3g,31.7g,8.3g,0mg,136.31mg
Dominos NON-VEG SUPREME LARGE,100 gram (g),287.9,6.3g,45.9g,12g,0mg,289.17mg
Dominos CHEESE & PEPPERONI REGULAR,100 gram (g),189.0,6.7g,23.1g,9.2g,0mg,154.77mg
Dominos CHEESE & PEPPERONI MEDIUM,100 gram (g),210.0,7.4g,25.6g,10.2g,0mg,189.44mg
Dominos CHEESE & PEPPERONI LARGE,100 gram (g),272.3,9.6g,33.2g,13.2g,0mg,318.72mg
Dominos GARLIC BREADSTICKS ,100 gram (g),340.3,6.9g,57.6g,11.9g,0mg,397.44mg
Dominos STUFFED GARLIC BREADSTICKS ,100 gram (g),540.2,14.4g,82.4g,20.2g,0mg,1186.56mg
Dominos PASTA - VEG WHITE ,100 gram (g),593.2,21.4g,80g,19.6g,0mg,1712.0mg
Dominos TACO MEXICANA - VEG ,100 gram (g),321.2,15.4g,40.3g,6.8g,0mg,620.62mg
Dominos CALZONE POCKETS - VEG ,100 gram (g),593.3,16.3g,91.1g,20.6g,0mg,1484.93mg
Dominos ZINGY PARCEL VEG ,100 gram (g),620.4,30.5g,69.5g,16.9g,0mg,2119.75mg
Dominos LAVA CAKE ,100 gram (g),323.2,12.1g,48.4g,5.1g,0mg,585.64mg
Dominos CHICKEN WINGS ,100 gram (g),352.9,12.6g,24.5g,35.3g,0mg,308.7mg
Dominos CRISPY CHICKEN STRIPS ,100 gram (g),461.2,13.9g,51.3g,26.7g,0mg,713.07mg
Dominos ZINGY PARCEL CHICKEN ,100 gram (g),667.5,31.3g,17.3g,19.2g,0mg,541.49mg
Dominos TACO MEXICANA - CHICKEN ,100 gram (g),322.6,16.5g,34.2g,9.3g,0mg,564.3mg
Dominos CALZONE POCKETS - CHICKEN ,100 gram (g),582.9,11.6g,101g,18.6g,0mg,1171.6mg
Mcdonalds Artisan Grilled Chicken Sandwich,100 gram (g),380.0,7g,44g,37g,1110mg,95mg
Mcdonalds Single Bacon Smokehouse Burger,100 gram (g),840.0,45g,62g,46g,1580mg,130mg
Mcdonalds Double Bacon Smokehouse Burger,100 gram (g),1130.0,67g,63g,70g,1920mg,220mg
Mcdonalds Grilled Bacon Smokehouse Chicken Sandwich,100 gram (g),750.0,31g,62g,55g,1940mg,155mg
Mcdonalds Crispy Bacon Smokehouse Chicken Sandwich,100 gram (g),920.0,45g,81g,46g,1980mg,120mg
Mcdonalds Big Mac,100 gram (g),540.0,28g,46g,25g,950mg,80mg
Mcdonalds Cheeseburger,100 gram (g),300.0,12g,33g,15g,680mg,40mg
Mcdonalds Classic Chicken Sandwich,100 gram (g),510.0,24g,49g,25g,1040mg,65mg
Mcdonalds Double Cheeseburger,100 gram (g),430.0,21g,35g,25g,1040mg,85mg
Mcdonalds Double Quarter Pounder® with Cheese,100 gram (g),770.0,45g,42g,51g,1290mg,175mg
Mcdonalds Filet-O-Fish®,100 gram (g),380.0,18g,38g,15g,640mg,40mg
Mcdonalds Garlic White Cheddar Burger,100 gram (g),620.0,34g,48g,32g,790mg,95mg
Mcdonalds Grilled Garlic White Cheddar Chicken Sandwich,100 gram (g),530.0,20g,48g,42g,1150mg,125mg
